難易度,お題,ひらがな,別解1,別解2,別解3,別解4,別解5,別解6,別解7,別解8,別解9,別解10,別解11,別解12,別解13,別解14,別解15,別解16,別解17,別解18,別解19,別解20,別解21,別解22,別解23,別解24,別解25,別解26,別解27,別解28,別解29,別解30,別解31,別解32,別解33,別解34,別解35,別解36
やさしい,看護師,かんごし,かんごふ,なーす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,眼帯,がんたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,缶詰,かんづめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,カンニング,かんにんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,看板,かんばん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,観覧車,かんらんしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,気球,ききゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,菊,きく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,木こり,きこり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,きしめん,きしめん,ひらうちうどん,ひらめん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キス,きす,せっぷん,ちゅー,ちゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キター！,きたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ギター,ぎたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キツツキ,きつつき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キツネ,きつね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,切符,きっぷ,ちけっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,きのこ,きのこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,木登り,きのぼり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,きびだんご,きびだんご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,肝試し,きもだめし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,着物,きもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キャッチボール,きゃっちぼーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キャンディー,きゃんでぃー,あめ,きゃんでぃ,きゃんでー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キャンプ,きゃんぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,九官鳥,きゅうかんちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,救急車,きゅうきゅうしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,急須（きゅうす）,きゅうす,てぃーぽっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,弓道,きゅうどう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,牛乳,ぎゅうにゅう,みるく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,きゅうり,きゅうり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,教会,きょうかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,餃子（ぎょうざ）,ぎょうざ,ぎょーざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,兄弟,きょうだい,ぶらざー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,京都府,きょうとふ,きょうと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,恐竜博物館,きょうりゅうはくぶつかん,きょうりゅうのはくぶつかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,霧吹き,きりふき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,キリン,きりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,禁煙,きんえん,きつえんきんし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金閣寺,きんかくじ,きんかく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金魚,きんぎょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金魚すくい,きんぎょすくい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金魚鉢,きんぎょばち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金太郎,きんたろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金髪,きんぱつ,ぶろんど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金メダル,きんめだる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,空港,くうこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,釘（くぎ）,くぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,釘バット,くぎばっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,草,くさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,くさや,くさや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クジャク,くじゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,くしゃみ,くしゃみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クジラ,くじら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,くす玉,くすだま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,唇,くちびる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,口笛,くちぶえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,口紅,くちべに,るーじゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,靴,くつ,しゅーず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,靴下,くつした,そっくす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クッション,くっしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,くない,くない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,首輪,くびわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クマ,くま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,グミ,ぐみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クモ,くも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,雲,くも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,蜘蛛（くも）の巣,くものす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クラゲ,くらげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クラッカー,くらっかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,栗（くり）,くり,まろん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,グリーンピース,ぐりーんぴーす,ぐりんぴーす,ぐりんぴいす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クリスマス,くりすます,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クリスマスプレゼント,くりすますぷれぜんと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クレーンゲーム,くれーんげーむ,ゆーふぉーきゃっちゃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クレヨン,くれよん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,グローブ,ぐろーぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クロール,くろーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クローン,くろーん,ふくせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,黒猫,くろねこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,クワガタ,くわがた,くわがたむし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,軍人,ぐんじん,あーみー,じえいたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,軍手,ぐんて,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,警察官,けいさつかん,おまわり,おまわりさん,けいかん,けいさつ,ぽりす,ぽりすまん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,携帯電話,けいたいでんわ,けいたい,けーたい,けーたいでんわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,芸人,げいにん,おわらいげいにん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,刑務所,けいむしょ,むしょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゲートボール,げーとぼーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゲーム機,げーむき,げーむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,怪我,けが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,毛蟹,けがに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,消しゴム,けしごむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,化粧,けしょう,めいく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,下駄,げた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ケチャップ,けちゃっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,結婚式,けっこんしき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,結婚指輪,けっこんゆびわ,まりっじりんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,煙,けむり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,拳銃,けんじゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,けん玉,けんだま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コアラ,こあら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,こいのぼり,こいのぼり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,公園,こうえん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,香水,こうすい,ころん,ぱふゅーむ,ふれぐらんす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コウモリ,こうもり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,紅葉,こうよう,もみじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コーヒー,こーひー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コーヒー牛乳,こーひーぎゅうにゅう,かふぇおーれ,かふぇおれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コーラ,こーら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゴールキーパー,ごーるきーぱー,きーぱー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,苔,こけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,こけし,こけし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,こたつ,こたつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コック,こっく,こっくさん,りょうりにん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コップ,こっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,言葉,ことば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,こま,こま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゴミ箱,ごみばこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゴミ拾い,ごみひろい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,五目並べ,ごもくならべ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゴリラ,ごりら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ゴルフ,ごるふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コンセント,こんせんと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コンタクトレンズ,こんたくとれんず,こんたくと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コントローラー,こんとろーらー,こんとろーら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,コンパス,こんぱす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,金平糖（こんぺいとう）,こんぺいとう,こんぺいとー,こんぺーとー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サーカス,さーかす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サーフィン,さーふぃん,なみのり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サーフボード,さーふぼーど,さーふぃんぼーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サイ,さい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サイコロ,さいころ,だいす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,財布,さいふ,おさいふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,盃（さかずき）,さかずき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,逆立ち,さかだち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,魚,さかな,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,魚屋,さかなや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,坂本龍馬,さかもとりょうま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,桜,さくら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,桜吹雪,さくらふぶき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,さくらんぼ,さくらんぼ,ちぇりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,座禅,ざぜん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サソリ,さそり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,里いも,さといも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サッカー,さっかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,さつまいも,さつまいも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,砂漠,さばく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サファリパーク,さふぁりぱーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,座布団,ざぶとん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サボテン,さぼてん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,侍,さむらい,ぶし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サメ,さめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,皿,さら,おさら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サラリーマン,さらりーまん,りーまん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ザリガニ,ざりがに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サル,さる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,さるかに合戦,さるかにがっせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ざるそば,ざるそば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,猿も木から落ちる,さるもきからおちる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,三角定規,さんかくじょうぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サングラス,さんぐらす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サンタクロース,さんた,さんたくろーす,さんたさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サンドウィッチ,さんどうぃっち,さんどいっち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,サンバイザー,さんばいざー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,三匹のこぶた,さんびきのこぶた,さんひきのこぶた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,三輪車,さんりんしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シイタケ,しいたけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,CD,しーでぃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シートベルト,しーとべると,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ジェットコースター,じぇっとこーすたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シカ,しか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,自画像,じがぞう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,指揮者,しきしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,試験管,しけんかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,獅子舞,ししまい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,磁石,じしゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,静岡県,しずおかけん,しずおか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,舌,した,べろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,七人の小人,しちにんのこびと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,尻尾,しっぽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,自転車,じてんしゃ,ちゃり,ちゃりんこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,自動車（車）,じどうしゃ,くるま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,自動ドア,じどうどあ,じどうとびら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,竹刀,しない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,死神,しにがみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,姉妹,しまい,きょうだい,しすたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シマウマ,しまうま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シャープペンシル,しゃーぷぺんしる,しゃーぺん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,車掌,しゃしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ジャックと豆の木,じゃっくとまめのき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,射的,しゃてき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シャボン玉,しゃぼんだま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,しゃもじ,しゃもじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シャワー,しゃわー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ジャングルジム,じゃんぐるじむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ジャンプ,じゃんぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ジュース,じゅーす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,柔道,じゅうどう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,自由の女神,じゆうのめがみ,じゆうのめがみぞう,すたちゅーおぶりばてぃー,せかいをてらすじゆう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シュウマイ,しゅうまい,しゅーまい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,重量挙げ,じゅうりょうあげ,うぇいとりふてぃんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,手裏剣,しゅりけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,消化器,しょうかき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,小学生,しょうがくせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,小学校,しょうがっこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,定規,じょうぎ,ものさし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,消防士,しょうぼうし,しょうぼうかん,しょうぼうたい,しょうぼうたいいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,消防車,しょうぼうしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,醤油（しょうゆ）,しょうゆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ジョウロ,じょうろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,女王アリ,じょおうあり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,食パン,しょくぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,書道,しょどう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,ショベルカー,しょべるかー,ぱわーしょべる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,白髪,しらが,はくはつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,白雪姫,しらゆきひめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,尻相撲,しりずもう,しりすもう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,城,しろ,おしろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シロクマ,しろくま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,白旗,しろはた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,新幹線,しんかんせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,信号機,しんごうき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,人工呼吸,じんこうこきゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,真珠,しんじゅ,ぱーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,人生,じんせい,いっしょう,しょうがい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,心臓,しんぞう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,心臓マッサージ,しんぞうまっさーじ,しんぱいそせい,しんぱいそせいほう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シンデレラ,しんでれら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,シンバル,しんばる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,神父,しんぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,新聞,しんぶん,しんぶんし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,森林,しんりん,もり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,心霊写真,しんれいしゃしん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,水泳,すいえい,すいみんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スイカ,すいか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スイカ割り,すいかわり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,水槽,すいそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,水族館,すいぞくかん,あくありうむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,水筒,すいとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,炊飯器,すいはんき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スーパーボール,すーぱーぼーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スカート,すかーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スカンク,すかんく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スキー,すきー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スキップ,すきっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スキンヘッド,すきんへっど,はげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スケート,すけーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スケートボード,すけーとぼーど,すけぼー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,スコップ,すこっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,すし職人,すししょくにん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やさしい,鈴,すず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
